topic,rep_idx,rep_ctfidf,rep_string,Count,Action
65,0,0.511,remarks provide hospital referral,7,Ensure to provide Hospital referral Letter
65,1,0.5021,remarks provide hospital,7,
65,2,0.4822,provide hospital referral letter,7,Ensure to provide Hospital referral Letter
65,3,0.4822,referral letter admission certified,7,Ensure to provide Hospital referral Letter
65,4,0.4822,letter admission certified,7,Ensure to provide Admission Certificate
65,5,0.4822,hospital referral letter admission,7,Ensure to provide Hospital referral Letter
65,6,0.4822,referral letter admission,7,Ensure to provide Hospital referral Letter
65,7,0.4822,provide hospital referral,7,Ensure to provide Hospital referral Letter
65,8,0.4822,hospital referral letter,7,Ensure to provide Hospital referral Letter
65,9,0.4821,hospital referral,7,Ensure to provide Hospital referral Letter
65,10,0.4821,admission certified,7,Ensure to provide Admission Certificate
65,11,0.4819,referral letter,7,Ensure to provide Hospital referral Letter
65,12,0.4819,letter admission,7,Ensure to provide Hospital referral Letter
65,13,0.4781,referral,7,Ensure to provide Hospital referral Letter
65,14,0.4612,provide hospital,7,
65,15,0.4256,certified,7,
65,16,0.3876,admission certified copy,7,Ensure to provide Admission Certificate
65,17,0.3876,letter admission certified copy,7,Ensure to provide Admission Certificate
65,18,0.3809,certified copy,7,
65,19,0.3546,revert final discharge,7,
66,0,0.5147,assistfirst letter provide supportive,1,
66,1,0.513,letter provide supportive,1,Ensure to provide investigation reports to support diagnosis
66,2,0.513,letter provide supportive investigation,1,Ensure to provide investigation reports to support diagnosis
66,3,0.3997,assistfirst letter provide,1,
66,4,0.3997,medi assistfirst letter provide,1,
66,5,0.3943,letter provide,1,
66,6,0.3617,remarks claim document couriered,1,
66,7,0.3613,remarks claim document,1,
66,8,0.3583,remarks claim,1,
66,9,0.3118,report remarks claim document,1,
66,10,0.3108,report remarks claim,1,
66,11,0.3064,medi assistfirst letter,1,
66,12,0.3064,assistfirst letter,1,
66,13,0.3064,hospital medi assistfirst letter,1,
66,14,0.3063,couriered hospital medi assistfirst,1,
66,15,0.3063,medi assistfirst,1,
66,16,0.3063,assistfirst,1,
66,17,0.3063,hospital medi assistfirst,1,
66,18,0.3061,claim document couriered,1,
66,19,0.3061,claim document couriered hospital,1,
67,0,0.5695,remarks share clarification,1,
67,1,0.5695,remarks share clarification regarding,1,
67,2,0.5587,share clarification regarding,1,
67,3,0.5587,share clarification regarding extended,1,Doctor Letter providing the reason for prolonged stay
67,4,0.5583,share clarification,1,
67,5,0.536,extended stay,1,Doctor Letter providing the reason for prolonged stay
67,6,0.5327,regarding extended,1,Doctor Letter providing the reason for prolonged stay
67,7,0.5322,clarification regarding extended stay,1,Doctor Letter providing the reason for prolonged stay
67,8,0.5322,clarification regarding extended,1,Doctor Letter providing the reason for prolonged stay
67,9,0.532,regarding extended stay,1,Doctor Letter providing the reason for prolonged stay
67,10,0.5311,regarding extended stay comorbidities,1,Doctor Letter providing the reason for prolonged stay
67,11,0.5311,extended stay comorbidities supportive,1,Doctor Letter providing the reason for prolonged stay
67,12,0.5311,stay comorbidities supportive,1,Doctor Letter providing the reason for prolonged stay
67,13,0.5311,comorbidities supportive,1,
67,14,0.5311,stay comorbidities,1,
67,15,0.5311,extended stay comorbidities,1,Doctor Letter providing the reason for prolonged stay
67,16,0.5305,comorbidities,1,
67,17,0.5293,clarification regarding,1,
67,18,0.5249,extended,1,
67,19,0.5034,regarding,1,
68,0,0.3837,chart review,2,
68,1,0.3837,note nursing chart review,2,Ensure to provide Nurse Notes
68,2,0.3837,nursing chart review,2,Ensure to provide Nurse Notes
68,3,0.3788,consisting clinical,2,
68,4,0.3788,paper icp consisting,2,Ensure to provide all indoor papers
68,5,0.3788,case paper icp consisting,2,Ensure to provide all indoor papers
68,6,0.3788,icp consisting clinical,2,Ensure to provide all indoor papers
68,7,0.3788,result date,2,
68,8,0.3788,icp consisting,2,Ensure to provide all indoor papers
68,9,0.3788,result date wise,2,Ensure to provide investigation reports to support diagnosis
68,10,0.3788,diagnostic test result date,2,Ensure to provide investigation reports to support diagnosis
68,11,0.3788,result date wise progress,2,Ensure to provide all indoor papers
68,12,0.3788,wise progress note nursing,2,Ensure to provide all indoor papers
68,13,0.3788,icp consisting clinical finding,2,Ensure to provide all indoor papers
68,14,0.3788,progress note nursing chart,2,Ensure to provide all indoor papers
68,15,0.3788,paper icp consisting clinical,2,Ensure to provide all indoor papers
68,16,0.3788,date wise progress note,2,Ensure to provide all indoor papers
68,17,0.3788,consisting clinical finding diagnostic,2,
68,18,0.3788,consisting clinical finding,2,
68,19,0.3788,test result date wise,2,Ensure to provide investigation reports to support diagnosis
69,0,0.3303,report provide duration,1,Doctor Letter with duration of Ailment and Aetiology
69,1,0.329,report provide duration ailment,1,Doctor Letter with duration of Ailment and Aetiology
69,2,0.271,duration ailment,1,Doctor Letter with duration of Ailment and Aetiology
69,3,0.2708,note remarks provide supportive,1,Ensure to provide investigation reports to support diagnosis
69,4,0.2689,advise note remarks provide,1,
69,5,0.2667,ailment consultation,1,
69,6,0.2665,provide duration,1,Doctor Letter with duration of Ailment and Aetiology
69,7,0.2665,ailment consultation paper,1,
69,8,0.2656,duration ailment consultation,1,Doctor Letter with duration of Ailment and Aetiology
69,9,0.2652,duration ailment consultation paper,1,Doctor Letter with duration of Ailment and Aetiology
69,10,0.2651,admission advise note,1,
69,11,0.2651,advise note,1,
69,12,0.2649,admission advise,1,Ensure to provide Admission Consultation papers
69,13,0.2647,paper admission advise note,1,Ensure to provide Admission Consultation papers
69,14,0.2645,paper admission advise,1,Ensure to provide Admission Consultation papers
69,15,0.2645,consultation paper admission advise,1,Ensure to provide Admission Consultation papers
69,16,0.2645,provide duration ailment,1,Doctor Letter with duration of Ailment and Aetiology
69,17,0.2644,advise,1,
69,18,0.2644,consultation paper admission,1,Ensure to provide Admission Consultation papers
69,19,0.2642,ailment consultation paper admission,1,Ensure to provide Admission Consultation papers
70,0,0.3255,chart remarks share clarification,8,
70,1,0.3176,remarks share clarification,8,
70,2,0.3176,remarks share clarification regarding,8,
70,3,0.3123,share clarification regarding,8,
70,4,0.3123,share clarification regarding extended,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,5,0.3121,share clarification,8,
70,6,0.3101,tpr chart remarks share,8,Ensure to provide TPR Chart
70,7,0.3038,regarding extended stay,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,8,0.3037,regarding extended,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,9,0.3031,extended stay,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,10,0.3028,clarification regarding extended stay,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,11,0.3028,clarification regarding extended,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,12,0.3012,clarification regarding,8,
70,13,0.301,regarding extended stay comorbidities,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,14,0.301,comorbidities supportive,8,
70,15,0.301,extended stay comorbidities supportive,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,16,0.301,stay comorbidities supportive,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,17,0.301,stay comorbidities,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,18,0.301,extended stay comorbidities,8,Doctor Letter providing the reason for prolonged stay with case summary and  co morbidities
70,19,0.3002,comorbidities,8,
71,0,0.2759,administration provide attested copy,3,
71,1,0.2759,administration provide attested,3,
71,2,0.2749,drug administration provide attested,3,Ensure to provide Treatment or Medication or Drug chart
71,3,0.2351,remarks provide detailed line,3,Ensure to provide Treatment or Medication or Drug chart
71,4,0.2325,remarks provide detailed,3,
71,5,0.2183,provide detailed line treatment,3,Ensure to provide Treatment or Medication or Drug chart
71,6,0.218,provide detailed line,3,Ensure to provide Treatment or Medication or Drug chart
71,7,0.2056,provide detailed,3,
71,8,0.2024,medicine route drug administration,3,Ensure to provide Treatment or Medication or Drug chart
71,9,0.2021,route drug administration provide,3,Ensure to provide Treatment or Medication or Drug chart
71,10,0.2021,drug administration provide,3,Ensure to provide Treatment or Medication or Drug chart
71,11,0.2017,administration provide,3,
71,12,0.2016,route drug administration,3,Ensure to provide Treatment or Medication or Drug chart
71,13,0.2013,drug administration,3,Ensure to provide Treatment or Medication or Drug chart
71,14,0.2012,detailed line treatment medicine,3,Ensure to provide Treatment or Medication or Drug chart
71,15,0.2012,treatment medicine route drug,3,Ensure to provide Treatment or Medication or Drug chart
71,16,0.2012,line treatment medicine route,3,Ensure to provide Treatment or Medication or Drug chart
71,17,0.2012,treatment medicine route,3,Ensure to provide Treatment or Medication or Drug chart
71,18,0.2011,medicine route drug,3,Ensure to provide Treatment or Medication or Drug chart
71,19,0.201,medicine route,3,Ensure to provide Treatment or Medication or Drug chart
72,0,0.2305,chart remarks doctor certificate,1,
72,1,0.2305,chart remarks doctor,1,
72,2,0.2179,ailment provide attested,1,
72,3,0.2179,ailment provide attested copy,1,
72,4,0.2119,tpr chart remarks doctor,1,Ensure to provide TPR Chart
72,5,0.2104,remarks doctor certificate,1,
72,6,0.2104,remarks doctor certificate detailing,1,
72,7,0.2102,remarks doctor,1,
72,8,0.2062,cause ailment provide attested,1,Doctor Certificate with Personal History and Aetiology
72,9,0.1977,doctor certificate,1,
72,10,0.196,doctor certificate detailing etiology,1,Doctor Certificate with Personal History and Aetiology
72,11,0.1929,doctor certificate detailing,1,
72,12,0.1735,detailing etiology,1,Doctor Certificate with Personal History and Aetiology
72,13,0.1732,detailing etiology cause ailment,1,Doctor Certificate with Personal History and Aetiology
72,14,0.1732,certificate detailing etiology cause,1,Doctor Certificate with Personal History and Aetiology
72,15,0.1732,detailing etiology cause,1,Doctor Certificate with Personal History and Aetiology
72,16,0.1732,etiology cause ailment,1,Doctor Certificate with Personal History and Aetiology
72,17,0.1732,certificate detailing etiology,1,Doctor Certificate with Personal History and Aetiology
72,18,0.1729,etiology cause,1,Doctor Certificate with Personal History and Aetiology
72,19,0.1721,cause ailment,1,Doctor Certificate with Personal History and Aetiology
73,0,0.7432,share revised medical,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,1,0.7427,share revised medical package,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,2,0.7425,remarks share revised medical,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,3,0.7333,package government regulation,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,4,0.7333,revised medical package government,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,5,0.7333,regulation,1,
73,6,0.7333,government regulation,1,
73,7,0.7333,medical package government regulation,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,8,0.7333,medical package government,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,9,0.733,package government,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,10,0.7325,revised medical package,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,11,0.732,medical package,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
73,12,0.6805,government,1,
73,13,0.5366,regulation provide,1,
73,14,0.5366,government regulation provide,1,
73,15,0.5366,package government regulation provide,1,
73,16,0.4543,remarks share revised,1,
73,17,0.4061,share revised,1,
73,18,0.3689,government regulation revise,1,
73,19,0.3689,package government regulation revise,1,Ensure to provided the bill as per government's rule agreed tariff or packages only
74,0,0.6814,icp attested,7,Ensure to provide all indoor papers
74,1,0.6802,case paper icp attested,7,Ensure to provide all indoor papers
74,2,0.6802,paper icp attested,7,Ensure to provide all indoor papers
74,3,0.6686,icp attested copy,7,Ensure to provide all indoor papers
74,4,0.6686,remarks indoor,7,Ensure to provide all indoor papers
74,5,0.6686,remarks indoor case,7,Ensure to provide all indoor papers
74,6,0.6686,remarks indoor case paper,7,Ensure to provide all indoor papers
74,7,0.6673,paper icp attested copy,7,Ensure to provide all indoor papers
74,8,0.6576,attested copy provide,7,
74,9,0.6576,icp attested copy provide,7,Ensure to provide all indoor papers
74,10,0.5237,processing remarks indoor,7,Ensure to provide all indoor papers
74,11,0.5237,processing remarks indoor case,7,Ensure to provide all indoor papers
74,12,0.508,indoor case paper icp,7,Ensure to provide all indoor papers
74,13,0.508,case paper icp,7,Ensure to provide all indoor papers
74,14,0.5073,paper icp,7,Ensure to provide all indoor papers
74,15,0.4495,copy provide,7,
74,16,0.4236,letter remarks indoor,7,Ensure to provide all indoor papers
74,17,0.4236,letter remarks indoor case,7,Ensure to provide all indoor papers
74,18,0.4227,assistfirst letter remarks indoor,7,Ensure to provide all indoor papers
74,19,0.3891,copy provide indoor,7,Ensure to provide all indoor papers
75,0,0.5934,break,1,
75,1,0.5753,final break,1,Ensure to provide cashless final bill with detailed breakup
75,2,0.5597,final breakup,1,Ensure to provide cashless final bill with detailed breakup
75,3,0.5161,breakup remarks,1,Ensure to provide cashless final bill with detailed breakup
75,4,0.5158,remarks provide final break,1,Ensure to provide cashless final bill with detailed breakup
75,5,0.5051,remarks provide final,1,Ensure to provide cashless final bill with detailed breakup
75,6,0.4962,remarks provide final breakup,1,Ensure to provide cashless final bill with detailed breakup
75,7,0.484,provide final break,1,Ensure to provide cashless final bill with detailed breakup
75,8,0.4773,provide final breakup,1,Ensure to provide cashless final bill with detailed breakup
75,9,0.4719,break remarks,1,
75,10,0.4717,provide revised final breakup,1,Ensure to provide cashless final bill with detailed breakup
75,11,0.4716,revised final breakup,1,Ensure to provide cashless final bill with detailed breakup
75,12,0.4611,breakup remarks provide,1,Ensure to provide cashless final bill with detailed breakup
75,13,0.4466,final breakup remarks,1,Ensure to provide cashless final bill with detailed breakup
75,14,0.4433,remarks provide revised final,1,Ensure to provide cashless final bill with detailed breakup
75,15,0.4419,breakup remarks provide final,1,Ensure to provide cashless final bill with detailed breakup
75,16,0.4174,remarks provide breakup,1,Ensure to provide cashless final bill with detailed breakup
75,17,0.4145,break final,1,Ensure to provide cashless final bill with detailed breakup
75,18,0.4066,breakup,1,
75,19,0.4046,provide final breakup remarks,1,Ensure to provide cashless final bill with detailed breakup
76,0,0.3752,ailment provide supportive investigation,8,Ensure to provide investigation reports to support diagnosis
76,1,0.3752,ailment provide supportive,8,Ensure to provide investigation reports to support diagnosis
76,2,0.3679,cause ailment provide supportive,8,Ensure to provide investigation reports to support diagnosis
76,3,0.3379,remarks doctor certificate detailing,8,Doctor Letter with Aetiology
76,4,0.3379,remarks doctor certificate,8,
76,5,0.3377,remarks doctor,8,
76,6,0.3323,report remarks doctor certificate,8,
76,7,0.3319,report remarks doctor,8,
76,8,0.3148,doctor certificate detailing etiology,8,Doctor Letter with Aetiology
76,9,0.3057,doctor certificate detailing,8,Doctor Letter with Aetiology
76,10,0.2921,ailment provide,8,
76,11,0.2911,diagnosis remarks doctor,8,
76,12,0.2911,diagnosis remarks doctor certificate,8,
76,13,0.2911,cause ailment provide,8,Doctor Letter with Aetiology
76,14,0.287,etiology cause ailment provide,8,Doctor Letter with Aetiology
76,15,0.2761,cause ailment,8,Doctor Letter with Aetiology
76,16,0.2745,certificate detailing etiology,8,Doctor Letter with Aetiology
76,17,0.2745,detailing etiology,8,Doctor Letter with Aetiology
76,18,0.274,certificate detailing etiology cause,8,Doctor Letter with Aetiology
76,19,0.274,detailing etiology cause ailment,8,Doctor Letter with Aetiology
77,0,0.3156,assistfirst letter provide attested,1,
77,1,0.3125,letter provide attested copy,1,
77,2,0.3125,letter provide attested,1,
77,3,0.2136,assistfirst letter provide,1,
77,4,0.2136,medi assistfirst letter provide,1,
77,5,0.2107,letter provide,1,
77,6,0.1996,remarks claim document couriered,1,
77,7,0.1994,remarks claim document,1,
77,8,0.1977,remarks claim,1,
77,9,0.1893,tpr chart remarks claim,1,Ensure to provide TPR Chart
77,10,0.1741,hospital medi assistfirst letter,1,
77,11,0.1741,medi assistfirst letter,1,
77,12,0.1741,assistfirst letter,1,
77,13,0.1741,assistfirst,1,
77,14,0.1741,hospital medi assistfirst,1,
77,15,0.1741,medi assistfirst,1,
77,16,0.1741,couriered hospital medi assistfirst,1,
77,17,0.174,claim document couriered hospital,1,
77,18,0.174,claim document couriered,1,
77,19,0.1739,hospital medi,1,
78,0,0.5028,room rent,2,
78,1,0.4957,rent,2,
78,2,0.4395,room,2,
78,3,0.4201,room rent tariff,2,Ensure you have provided bill as per the agreed tariff or packages only
78,4,0.4186,rent tariff,2,Ensure you have provided bill as per the agreed tariff or packages only
78,5,0.3742,updated room rent,2,
78,6,0.3731,sharing,2,
78,7,0.3592,updated room,2,
78,8,0.3469,twin sharing,2,Ensure you have provided bill as per the agreed tariff or packages only
78,9,0.3423,twin,2,
78,10,0.3262,schedule charge tariff enclose,2,Ensure you have provided bill as per the agreed tariff or packages only
78,11,0.3261,charge tariff enclose,2,Ensure you have provided bill as per the agreed tariff or packages only
78,12,0.3211,updated room rent tariff,2,Ensure you have provided bill as per the agreed tariff or packages only
78,13,0.3133,tariff enclose,2,Ensure you have provided bill as per the agreed tariff or packages only
78,14,0.3118,enclose updated room rent,2,Ensure you have provided bill as per the agreed tariff or packages only
78,15,0.301,rent remarks provide revised,2,Ensure you have provided bill as per the agreed tariff or packages only
78,16,0.2975,rent tariff remarks provide,2,Ensure you have provided bill as per the agreed tariff or packages only
78,17,0.2968,enclose updated,2,
78,18,0.296,room rent remarks provide,2,
78,19,0.2947,charge tariff enclose updated,2,Ensure you have provided bill as per the agreed tariff or packages only
79,0,0.3759,stay remarks provide attested,6,
79,1,0.3118,stay remarks provide,6,
79,2,0.2637,stay remarks,6,
79,3,0.254,extended,6,
79,4,0.2445,extended stay,6,Doctor Letter providing the reason for prolonged stay and co-morbidities
79,5,0.228,extended stay remarks provide,6,Doctor Letter providing the reason for prolonged stay and co-morbidities
79,6,0.2265,prolong stay remarks provide,6,Doctor Letter providing the reason for prolonged stay and co-morbidities
79,7,0.2224,remarks provide attested copy,6,
79,8,0.2224,remarks provide attested,6,
79,9,0.2171,chart etcshare clarification regarding,6,
79,10,0.2171,chart etcshare clarification,6,
79,11,0.2171,etcshare clarification,6,
79,12,0.2171,etcshare clarification regarding,6,
79,13,0.2171,etcshare clarification regarding extended,6,
79,14,0.2171,tpr chart etcshare clarification,6,Ensure to provide TPR Chart
79,15,0.2142,stay,6,
79,16,0.2129,prolong stay remarks,6,Doctor Letter providing the reason for prolonged stay and co-morbidities
79,17,0.2122,dateshare clarification regarding,6,
79,18,0.2122,dateshare clarification,6,
79,19,0.2122,dateshare clarification regarding extended,6,Doctor Letter providing the reason for prolonged stay and co-morbidities
80,0,0.658,remarks provide self,2,Ensure to provide a self-declaration of patient explaining about incident
80,1,0.658,remarks provide self declartion,2,Ensure to provide a self-declaration of patient explaining about incident
80,2,0.6374,provide self,2,Ensure to provide a self-declaration of patient explaining about incident
80,3,0.6242,detailing incidence,2,Ensure to provide a self-declaration of patient explaining about incident
80,4,0.6222,declartion,2,
80,5,0.621,self declartion,2,Ensure to provide a self-declaration of patient explaining about incident
80,6,0.6208,declartion form,2,Ensure to provide a self-declaration of patient explaining about incident
80,7,0.6208,self declartion form detailing,2,Ensure to provide a self-declaration of patient explaining about incident
80,8,0.6208,provide self declartion form,2,Ensure to provide a self-declaration of patient explaining about incident
80,9,0.6208,declartion form detailing,2,Ensure to provide a self-declaration of patient explaining about incident
80,10,0.6208,declartion form detailing incidence,2,Ensure to provide a self-declaration of patient explaining about incident
80,11,0.6208,self declartion form,2,Ensure to provide a self-declaration of patient explaining about incident
80,12,0.6203,form detailing,2,
80,13,0.62,provide self declartion,2,Ensure to provide a self-declaration of patient explaining about incident
80,14,0.6191,form detailing incidence,2,
80,15,0.555,self,2,
80,16,0.5185,incidence,2,
80,17,0.4935,form detailing incidence provide,2,Ensure to provide a self-declaration of patient explaining about incident
80,18,0.4929,detailing incidence provide,2,Ensure to provide a self-declaration of patient explaining about incident
80,19,0.4889,incidence provide,2,
81,0,0.6815,id dl,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,1,0.6798,dl passport,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,2,0.6798,id dl passport,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,3,0.6792,government id proof,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,4,0.6781,id proof like,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,5,0.6764,government id,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,6,0.6763,voter id dl passport,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,7,0.6763,government id proof like,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,8,0.6763,voter id dl,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,9,0.6757,proof like,2,
81,10,0.6746,like voter id,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,11,0.6746,like voter,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,12,0.6746,proof like voter id,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,13,0.6746,proof like voter,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,14,0.6746,like voter id dl,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,15,0.6746,id proof like voter,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,16,0.6393,remarks government id proof,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,17,0.6393,remarks government id,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,18,0.6362,remarks government,2,"Ensure to provide the patient's ID Proof with the address (Driving Licence, Voter ID, Passport, Aadhar) "
81,19,0.6135,like,2,
82,0,0.5403,urine,1,Ensure to provide investigation reports to support diagnosis
82,1,0.4104,blood report,1,Ensure to provide investigation reports to support diagnosis
82,2,0.3782,provide urine,1,Ensure to provide investigation reports to support diagnosis
82,3,0.3773,diagnosis urine,1,Ensure to provide investigation reports to support diagnosis
82,4,0.3689,support diagnosis urine,1,Ensure to provide investigation reports to support diagnosis
82,5,0.3667,provide blood,1,Ensure to provide investigation reports to support diagnosis
82,6,0.3658,diagnosis provide blood,1,Ensure to provide investigation reports to support diagnosis
82,7,0.3658,support diagnosis provide blood,1,Ensure to provide investigation reports to support diagnosis
82,8,0.3627,record support diagnosis urine,1,Ensure to provide investigation reports to support diagnosis
82,9,0.3591,support diagnosis provide urine,1,Ensure to provide investigation reports to support diagnosis
82,10,0.3591,diagnosis provide urine,1,Ensure to provide investigation reports to support diagnosis
82,11,0.3494,blood,1,Ensure to provide investigation reports to support diagnosis
82,12,0.3193,culture,1,
82,13,0.3161,urine report,1,Ensure to provide investigation reports to support diagnosis
82,14,0.3128,report remarks provide supportive,1,Ensure to provide investigation reports to support diagnosis
82,15,0.3102,urine routine,1,Ensure to provide investigation reports to support diagnosis
82,16,0.3041,urine report remarks,1,Ensure to provide investigation reports to support diagnosis
82,17,0.303,blood investigation,1,Ensure to provide investigation reports to support diagnosis
82,18,0.2993,urine report remarks provide,1,Ensure to provide investigation reports to support diagnosis
82,19,0.2986,support diagnosis blood report,1,Ensure to provide investigation reports to support diagnosis
83,0,0.7164,recent photocopy,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,1,0.7143,provide recent photocopy,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,2,0.7047,photocopy,1,
83,3,0.6541,provide recent,1,
83,4,0.6245,photocopy patient,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,5,0.6245,recent photocopy patient,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,6,0.621,provide recent photocopy patient,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,7,0.6078,ir provide recent,1,
83,8,0.6078,ir provide recent photocopy,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,9,0.604,provide complete filled,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,10,0.6036,complete filled ckyc form,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,11,0.6036,complete filled ckyc,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,12,0.6036,provide complete filled ckyc,1,Ensure to provide Recent Photocopy of Patient ID Proofand filled in KYC Form
83,13,0.601,complete filled,1,
83,14,0.5992,xerox copy,1,
83,15,0.5975,xerox,1,
83,16,0.5957,ir provide,1,
83,17,0.5929,ir provide complete,1,
83,18,0.5871,ir,1,
83,19,0.5691,ir provide complete filled,1,
